NACA 4412
    1.000000      0.1260008E-02
   0.9919420      0.3452174E-02
   0.9809989      0.6388461E-02
   0.9683495      0.9724484E-02
   0.9543396      0.1334747E-01
   0.9394240      0.1712252E-01
   0.9239817      0.2094261E-01
   0.9082545      0.2474187E-01
   0.8923752      0.2848534E-01
   0.8764114      0.3215582E-01
   0.8603960      0.3574516E-01
   0.8443460      0.3924957E-01
   0.8282698      0.4266717E-01
   0.8121721      0.4599690E-01
   0.7960557      0.4923813E-01
   0.7799225      0.5239030E-01
   0.7637745      0.5545283E-01
   0.7476131      0.5842505E-01
   0.7314398      0.6130632E-01
   0.7152559      0.6409579E-01
   0.6990627      0.6679258E-01
   0.6828619      0.6939562E-01
   0.6666548      0.7190385E-01
   0.6504430      0.7431597E-01
   0.6342279      0.7663063E-01
   0.6180112      0.7884633E-01
   0.6017944      0.8096145E-01
   0.5855793      0.8297425E-01
   0.5693675      0.8488286E-01
   0.5531610      0.8668520E-01
   0.5369617      0.8837918E-01
   0.5207719      0.8996243E-01
   0.5045941      0.9143245E-01
   0.4884314      0.9278664E-01
   0.4722880      0.9402208E-01
   0.4561701      0.9513569E-01
   0.4400886      0.9612405E-01
   0.4240631      0.9698358E-01
   0.4081281      0.9771027E-01
   0.3923691      0.9829044E-01
   0.3767798      0.9867551E-01
   0.3612877      0.9885733E-01
   0.3458653      0.9883502E-01
   0.3305014      0.9860602E-01
   0.3151938      0.9816702E-01
   0.2999448      0.9751452E-01
   0.2847596      0.9664472E-01
   0.2696445      0.9555386E-01
   0.2546075      0.9423798E-01
   0.2396582      0.9269314E-01
   0.2248076      0.9091542E-01
   0.2100687      0.8890097E-01
   0.1954572      0.8664609E-01
   0.1809921      0.8414763E-01
   0.1666974      0.8140317E-01
   0.1526043      0.7841197E-01
   0.1387538      0.7517596E-01
   0.1252012      0.7170179E-01
   0.1120214      0.6800390E-01
   0.9931455E-01  0.6410869E-01
   0.8720875E-01  0.6005935E-01
   0.7585397E-01  0.5591898E-01
   0.6540234E-01  0.5176822E-01
   0.5597508E-01  0.4769457E-01
   0.4763089E-01  0.4377579E-01
   0.4035359E-01  0.4006552E-01
   0.3406564E-01  0.3658859E-01
   0.2865488E-01  0.3334524E-01
   0.2399960E-01  0.3031949E-01
   0.1998593E-01  0.2748743E-01
   0.1651542E-01  0.2482275E-01
   0.1350704E-01  0.2230000E-01
   0.1089597E-01  0.1989589E-01
   0.8631377E-02  0.1758965E-01
   0.6674564E-02  0.1536352E-01
   0.4996617E-02  0.1320224E-01
   0.3577539E-02  0.1109418E-01
   0.2403884E-02  0.9030511E-02
   0.1467647E-02  0.7006128E-02
   0.7647506E-03  0.5021162E-02
   0.2917182E-03  0.3078724E-02
   0.4434771E-04  0.1191233E-02
   0.1270968E-04 -0.6309397E-03
   0.2017911E-03 -0.2474702E-02
   0.6447410E-03 -0.4345533E-02
   0.1364085E-02 -0.6203426E-02
   0.2370849E-02 -0.8020685E-02
   0.3663304E-02 -0.9772893E-02
   0.5234755E-02 -0.1144713E-01
   0.7079412E-02 -0.1303952E-01
   0.9197956E-02 -0.1455320E-01
   0.1159959E-01 -0.1599462E-01
   0.1430453E-01 -0.1737200E-01
   0.1734460E-01 -0.1869332E-01
   0.2076515E-01 -0.1996567E-01
   0.2462754E-01 -0.2119466E-01
   0.2901142E-01 -0.2238355E-01
   0.3401757E-01 -0.2353246E-01
   0.3977275E-01 -0.2463762E-01
   0.4643108E-01 -0.2568993E-01
   0.5415948E-01 -0.2667181E-01
   0.6310826E-01 -0.2755595E-01
   0.7337795E-01 -0.2830809E-01
   0.8497674E-01 -0.2889299E-01
   0.9779851E-01 -0.2928341E-01
   0.1116496     -0.2946769E-01
   0.1263085     -0.2945124E-01
   0.1415744     -0.2925179E-01
   0.1572916     -0.2889318E-01
   0.1733479     -0.2840072E-01
   0.1896652     -0.2779866E-01
   0.2061891     -0.2710915E-01
   0.2228805     -0.2635210E-01
   0.2397090     -0.2554541E-01
   0.2566465     -0.2470532E-01
   0.2736603     -0.2384689E-01
   0.2907018     -0.2298473E-01
   0.3077206     -0.2213222E-01
   0.3246958     -0.2129998E-01
   0.3416235     -0.2049656E-01
   0.3585086     -0.1972918E-01
   0.3753654     -0.1900389E-01
   0.3922184     -0.1832614E-01
   0.4091201     -0.1768703E-01
   0.4260928     -0.1703293E-01
   0.4431240     -0.1636034E-01
   0.4601972     -0.1567413E-01
   0.4773015     -0.1497901E-01
   0.4944262     -0.1427930E-01
   0.5115553     -0.1357928E-01
   0.5286747     -0.1288283E-01
   0.5457782     -0.1219321E-01
   0.5628642     -0.1151330E-01
   0.5799333     -0.1084548E-01
   0.5969867     -0.1019202E-01
   0.6140255     -0.9554882E-02
   0.6310514     -0.8935780E-02
   0.6480659     -0.8336270E-02
   0.6650705     -0.7757733E-02
   0.6820669     -0.7201302E-02
   0.6990561     -0.6668012E-02
   0.7160398     -0.6158645E-02
   0.7330191     -0.5673915E-02
   0.7499951     -0.5214302E-02
   0.7669694     -0.4780165E-02
   0.7839425     -0.4371685E-02
   0.8009158     -0.3988973E-02
   0.8178896     -0.3631894E-02
   0.8348634     -0.3300235E-02
   0.8518351     -0.2993669E-02
   0.8687986     -0.2711791E-02
   0.8857395     -0.2454075E-02
   0.9026248     -0.2220026E-02
   0.9193828     -0.2009412E-02
   0.9358659     -0.1822260E-02
   0.9517958     -0.1659154E-02
   0.9667267     -0.1521140E-02
   0.9801266     -0.1408691E-02
   0.9916147     -0.1320241E-02
    1.000000     -0.1260008E-02
